REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,Spinning Coaster,ATTR,2022-06-04 09:29:00.000,2022-06-04 23:15:00.000,2022-06-05 08:18:54.000,2022-06-04
,Crazy Bus,ATTR,2019-02-19 08:23:00.000,2019-02-19 17:52:00.000,2019-02-20 07:46:45.000,2019-02-19
,Rapids Ride,ATTR,2018-11-17 09:00:00.000,2018-11-17 17:14:00.000,2018-11-18 08:18:08.000,2018-11-17
,Free Fall,ATTR,2018-11-06 10:00:00.000,2018-11-06 18:00:00.000,2018-11-07 08:02:25.000,2018-11-06
Fermeture Réhab,Sling Shot,ATTR,2019-09-29 23:59:00.000,2019-09-29 23:59:00.000,2019-09-30 07:44:23.000,2019-09-29
,Haunted House,ATTR,2022-07-03 09:17:00.000,2022-07-03 21:53:00.000,2022-07-04 07:44:12.000,2022-07-03
,Circus Train,ATTR,2018-12-22 08:54:00.000,2018-12-22 17:27:00.000,2018-12-23 07:53:45.000,2018-12-22
,Tivoli Gardens,PARK,2019-09-10 08:30:00.000,2019-09-10 09:30:00.000,2019-09-11 07:26:14.000,2019-09-10
,Haunted House,ATTR,2022-04-29 08:57:00.000,2022-04-29 21:51:00.000,2022-04-30 09:48:50.000,2022-04-29
,Giant Wheel,ATTR,2020-02-21 08:18:00.000,2020-02-21 20:19:00.000,2020-02-22 08:32:04.000,2020-02-21
,Swing Ride,ATTR,2022-08-15 08:30:00.000,2022-08-15 22:21:00.000,2022-08-16 07:23:32.000,2022-08-15
,Spiral Slide,ATTR,2019-01-08 08:30:00.000,2019-01-08 18:02:00.000,2019-01-09 07:43:25.000,2019-01-08
,Power Tower,ATTR,2018-07-21 08:31:00.000,2018-07-21 20:06:00.000,2018-07-22 07:46:25.000,2018-07-21
,Power Tower,ATTR,2022-06-06 08:26:00.000,2022-06-06 20:07:00.000,2022-06-07 08:09:56.000,2022-06-06
,Gondola,ATTR,2020-01-02 09:00:00.000,2020-01-02 19:21:00.000,2020-01-03 08:01:15.000,2020-01-02
,Tivoli Gardens,PARK,2022-06-14 08:30:00.000,2022-06-14 09:30:00.000,2022-06-15 08:05:51.000,2022-06-14
,Giant Wheel,ATTR,2018-02-17 09:30:00.000,2018-02-17 22:00:00.000,2018-02-18 08:37:57.000,2018-02-17
,Kiddie Coaster,ATTR,2019-03-31 09:35:00.000,2019-03-31 20:09:00.000,2019-04-01 07:26:07.000,2019-03-31
Fermeture Réhab,Merry Go Round,ATTR,2018-04-12 23:59:00.000,2018-04-12 23:59:00.000,2018-04-13 08:22:20.000,2018-04-12
,Himalaya Ride,ATTR,2018-03-15 09:50:00.000,2018-03-15 20:00:00.000,2018-03-16 07:54:21.000,2018-03-15
,Drop Tower,ATTR,2022-05-17 08:30:00.000,2022-05-17 22:17:00.000,2022-05-23 08:22:35.000,2022-05-17
,Roller Coaster,ATTR,2018-06-25 10:00:00.000,2018-06-25 19:44:00.000,2018-06-26 07:51:20.000,2018-06-25
,PortAventura World,PARK,2019-09-17 08:30:00.000,2019-09-17 09:30:00.000,2019-09-18 07:35:59.000,2019-09-17
,Log Flume,ATTR,2019-09-20 08:30:00.000,2019-09-20 21:39:00.000,2019-09-21 07:24:48.000,2019-09-20
,Haunted House,ATTR,2018-10-13 09:43:00.000,2018-10-13 20:59:00.000,2018-10-14 08:35:38.000,2018-10-13
,PortAventura World,PARK,2018-10-19 10:00:00.000,2018-10-19 20:00:00.000,2018-10-20 07:36:22.000,2018-10-19
,Skyway,ATTR,2018-11-07 09:50:00.000,2018-11-07 18:04:00.000,2018-11-08 08:35:43.000,2018-11-07
,Dizzy Dropper,ATTR,2019-09-29 08:30:00.000,2019-09-29 20:09:00.000,2019-09-30 07:44:10.000,2019-09-29
,Kiddie Coaster,ATTR,2018-03-25 09:36:00.000,2018-03-25 20:08:00.000,2018-03-26 07:44:10.000,2018-03-25
,Tivoli Gardens,PARK,2018-04-09 08:30:00.000,2018-04-09 09:30:00.000,2018-04-10 09:11:12.000,2018-04-09
,Spiral Slide,ATTR,2020-02-05 08:30:00.000,2020-02-05 18:13:00.000,2020-02-06 08:08:54.000,2020-02-05
,Kiddie Coaster,ATTR,2018-04-10 10:00:00.000,2018-04-10 20:12:00.000,2018-04-11 08:31:40.000,2018-04-10
Fermeture Réhab,Pirate Ship,ATTR,2019-06-18 23:59:00.000,2019-06-18 23:59:00.000,2019-06-19 08:09:44.000,2019-06-18
,Scooby Doo,ATTR,2022-08-10 09:04:00.000,2022-08-10 21:26:00.000,2022-08-11 07:59:18.000,2022-08-10
,Crazy Dance,ATTR,2018-05-09 09:22:00.000,2018-05-09 22:34:00.000,2018-05-10 07:42:40.000,2018-05-09
,Bumper Cars,ATTR,2022-05-20 09:30:00.000,2022-05-20 22:05:00.000,2022-05-21 07:57:29.000,2022-05-20
,Giant Wheel,ATTR,2022-04-28 08:27:00.000,2022-04-28 23:09:00.000,2022-04-29 07:56:20.000,2022-04-28
,Oz Theatre,ATTR,2018-01-17 11:00:00.000,2018-01-17 17:14:00.000,2018-01-18 07:52:08.000,2018-01-17
,Zipline,ATTR,2019-12-28 08:00:00.000,2019-12-28 22:10:00.000,2019-12-29 07:21:07.000,2019-12-28
,Bungee Jump,ATTR,2018-07-19 09:58:00.000,2018-07-19 23:05:00.000,2018-07-20 08:01:33.000,2018-07-19
,Spinning Coaster,ATTR,2022-07-13 09:28:00.000,2022-07-13 23:00:00.000,2022-07-14 07:41:07.000,2022-07-13
,Roller Coaster,ATTR,2022-06-08 10:00:00.000,2022-06-08 17:07:00.000,2022-06-09 08:09:10.000,2022-06-08
,Swing Ride,ATTR,2020-02-01 08:30:00.000,2020-02-01 19:24:00.000,2020-02-02 07:55:32.000,2020-02-01
,Skyway,ATTR,2019-02-04 08:19:00.000,2019-02-04 18:30:00.000,2019-02-05 09:13:37.000,2019-02-04
Fermeture Réhab,Giga Coaster,ATTR,2022-05-24 23:59:00.000,2022-05-24 23:59:00.000,2022-05-25 07:57:58.000,2022-05-24
,Gondola,ATTR,2018-06-13 09:50:00.000,2018-06-13 19:14:00.000,2018-06-14 07:33:49.000,2018-06-13
,Roller Coaster,ATTR,2018-02-07 10:00:00.000,2018-02-07 18:12:00.000,2018-02-08 08:56:43.000,2018-02-07
Fermeture Réhab,Himalaya Ride,ATTR,2022-06-24 23:59:00.000,2022-06-24 23:59:00.000,2022-06-25 08:03:27.000,2022-06-24
,Superman Ride,ATTR,2019-02-11 09:40:00.000,2019-02-11 17:53:00.000,2019-02-12 07:53:01.000,2019-02-11
,Roller Coaster,ATTR,2019-02-04 10:00:00.000,2019-02-04 18:07:00.000,2019-02-05 09:13:27.000,2019-02-04
,Log Flume,ATTR,2022-06-24 08:30:00.000,2022-06-25 01:02:00.000,2022-06-25 08:03:27.000,2022-06-24
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-09-09 23:59:00.000,2019-09-09 23:59:00.000,2019-09-10 07:46:36.000,2019-09-09
,PortAventura World,PARK,2018-06-13 08:30:00.000,2018-06-13 09:30:00.000,2018-06-14 07:33:51.000,2018-06-13
,Zipline,ATTR,2019-11-04 08:06:00.000,2019-11-04 19:14:00.000,2019-11-05 08:09:52.000,2019-11-04
,Gondola,ATTR,2019-07-22 09:49:00.000,2019-07-22 20:22:00.000,2019-07-23 07:52:02.000,2019-07-22
,Monorail,ATTR,2018-12-03 08:26:00.000,2018-12-03 18:28:00.000,2018-12-04 07:39:47.000,2018-12-03
,Free Fall,ATTR,2022-05-22 10:00:00.000,2022-05-22 18:13:00.000,2022-05-23 07:52:09.000,2022-05-22
,Kiddie Coaster,ATTR,2018-10-02 10:00:00.000,2018-10-02 19:09:00.000,2018-10-03 07:48:30.000,2018-10-02
Fermeture Réhab,Bumper Cars,ATTR,2018-03-26 23:59:00.000,2018-03-26 23:59:00.000,2018-03-27 07:55:42.000,2018-03-26
,Zipline,ATTR,2019-04-30 08:30:00.000,2019-04-30 22:13:00.000,2019-05-01 07:40:34.000,2019-04-30
,Go-Karts,ATTR,2020-02-24 08:30:00.000,2020-02-24 20:20:00.000,2020-02-25 07:42:15.000,2020-02-24
,Sling Shot,ATTR,2020-02-26 08:30:00.000,2020-02-26 19:36:00.000,2020-02-27 07:43:38.000,2020-02-26
,Reverse Bungee,ATTR,2019-08-11 09:17:00.000,2019-08-11 20:25:00.000,2019-08-12 08:06:17.000,2019-08-11
Fermeture Réhab,Skyway,ATTR,2019-07-01 23:59:00.000,2019-07-01 23:59:00.000,2019-07-02 07:49:17.000,2019-07-01
,Crazy Bus,ATTR,2022-06-12 08:30:00.000,2022-06-13 00:26:00.000,2022-06-13 12:05:26.000,2022-06-12
,Tivoli Gardens,PARK,2018-09-18 08:30:00.000,2018-09-18 09:30:00.000,2018-09-19 07:45:32.000,2018-09-18
,Swing Ride,ATTR,2019-07-14 08:30:00.000,2019-07-14 22:13:00.000,2019-07-15 07:19:44.000,2019-07-14
,Bungee Jump,ATTR,2020-02-18 09:24:00.000,2020-02-18 20:14:00.000,2020-02-19 07:38:34.000,2020-02-18
,Himalaya Ride,ATTR,2018-08-24 09:53:00.000,2018-08-24 23:10:00.000,2018-08-25 08:47:33.000,2018-08-24
,Skyway,ATTR,2019-11-17 08:14:00.000,2019-11-17 19:25:00.000,2019-11-18 07:41:55.000,2019-11-17
,Oz Theatre,ATTR,2019-05-31 11:00:00.000,2019-05-31 17:19:00.000,2019-06-01 07:35:57.000,2019-05-31
,Gondola,ATTR,2018-02-22 10:00:00.000,2018-02-22 17:14:00.000,2018-02-23 08:50:45.000,2018-02-22
,Skyway,ATTR,2018-10-20 10:00:00.000,2018-10-20 19:12:00.000,2018-10-21 07:13:48.000,2018-10-20
,Skyway,ATTR,2018-10-08 09:52:00.000,2018-10-08 18:07:00.000,2018-10-09 08:44:58.000,2018-10-08
,Water Ride,ATTR,2018-02-04 09:53:00.000,2018-02-04 19:13:00.000,2018-02-05 07:52:21.000,2018-02-04
,Skyway,ATTR,2020-02-15 08:22:00.000,2020-02-15 20:04:00.000,2020-02-16 07:24:23.000,2020-02-15
,Flying Coaster,ATTR,2018-09-18 10:00:00.000,2018-09-18 20:29:00.000,2018-09-19 07:45:17.000,2018-09-18
,PortAventura World,PARK,2019-09-06 10:00:00.000,2019-09-06 21:00:00.000,2019-09-07 07:54:13.000,2019-09-06
,Skyway,ATTR,2019-04-30 08:29:00.000,2019-04-30 20:14:00.000,2019-05-01 07:40:44.000,2019-04-30
,Himalaya Ride,ATTR,2020-02-08 08:49:00.000,2020-02-08 20:13:00.000,2020-02-09 08:09:47.000,2020-02-08
,Power Tower,ATTR,2018-09-18 09:48:00.000,2018-09-18 18:07:00.000,2018-09-19 07:45:30.000,2018-09-18
Fermeture Réhab,Pirate Ship,ATTR,2019-09-25 23:59:00.000,2019-09-25 23:59:00.000,2019-09-26 07:39:53.000,2019-09-25
,Scooby Doo,ATTR,2018-07-11 08:30:00.000,2018-07-11 20:33:00.000,2018-07-12 08:52:09.000,2018-07-11
,Inverted Coaster,ATTR,2022-06-14 09:30:00.000,2022-06-14 18:15:00.000,2022-06-15 08:05:39.000,2022-06-14
,PortAventura World,PARK,2022-06-10 08:30:00.000,2022-06-10 09:30:00.000,2022-06-11 08:09:59.000,2022-06-10
,Bungee Jump,ATTR,2018-04-09 09:30:00.000,2018-04-09 22:05:00.000,2018-04-10 08:16:06.000,2018-04-09
,Dizzy Dropper,ATTR,2022-05-18 08:30:00.000,2022-05-18 22:17:00.000,2022-05-19 09:14:04.000,2022-05-18
,Aeroplane Ride,ATTR,2018-05-12 08:32:00.000,2018-05-13 00:27:00.000,2018-05-13 07:41:29.000,2018-05-12
,Skyway,ATTR,2019-04-19 08:28:00.000,2019-04-19 20:16:00.000,2019-04-20 07:43:24.000,2019-04-19
,Water Ride,ATTR,2018-12-04 10:00:00.000,2018-12-04 19:15:00.000,2018-12-05 09:08:02.000,2018-12-04
Fermeture Réhab,Power Tower,ATTR,2019-05-29 23:59:00.000,2019-05-29 23:59:00.000,2019-05-30 07:46:16.000,2019-05-29
,Spiral Slide,ATTR,2022-04-11 10:00:00.000,2022-04-11 17:54:00.000,2022-04-12 08:52:49.000,2022-04-11
Fermeture Réhab,Giga Coaster,ATTR,2022-07-12 23:59:00.000,2022-07-12 23:59:00.000,2022-07-13 07:51:02.000,2022-07-12
,Flying Coaster,ATTR,2019-07-02 09:34:00.000,2019-07-02 23:10:00.000,2019-07-03 07:50:44.000,2019-07-02
,Swing Ride,ATTR,2018-12-10 08:30:00.000,2018-12-10 19:24:00.000,2018-12-11 07:54:00.000,2018-12-10
,Superman Ride,ATTR,2019-03-24 09:33:00.000,2019-03-24 17:49:00.000,2019-03-25 07:42:51.000,2019-03-24
,Crazy Bus,ATTR,2022-04-17 08:30:00.000,2022-04-17 20:20:00.000,2022-04-18 07:45:44.000,2022-04-17
,Flying Coaster,ATTR,2018-02-15 09:57:00.000,2018-02-15 20:00:00.000,2018-02-16 08:15:53.000,2018-02-15
,Power Tower,ATTR,2020-02-22 08:24:00.000,2020-02-22 20:07:00.000,2020-02-23 08:41:34.000,2020-02-22
,Drop Tower,ATTR,2019-10-18 08:30:00.000,2019-10-18 19:24:00.000,2019-10-19 07:36:21.000,2019-10-18
,Roller Coaster,ATTR,2019-09-14 07:52:00.000,2019-09-14 17:52:00.000,2019-09-15 08:55:34.000,2019-09-14
Fermeture Réhab,Himalaya Ride,ATTR,2022-06-08 23:59:00.000,2022-06-08 23:59:00.000,2022-06-09 08:09:13.000,2022-06-08
,Zipline,ATTR,2019-06-08 08:26:00.000,2019-06-08 23:21:00.000,2019-06-09 07:42:23.000,2019-06-08
,Zipline,ATTR,2019-03-16 08:30:00.000,2019-03-16 20:34:00.000,2019-03-17 07:47:01.000,2019-03-16
,Bungee Jump,ATTR,2019-01-11 09:24:00.000,2019-01-11 18:01:00.000,2019-01-12 08:03:27.000,2019-01-11
,Giga Coaster,ATTR,2019-06-01 09:25:00.000,2019-06-01 22:19:00.000,2019-06-02 07:53:38.000,2019-06-01
,Aeroplane Ride,ATTR,2019-04-19 08:53:00.000,2019-04-19 20:20:00.000,2019-04-20 07:43:29.000,2019-04-19
,Haunted House,ATTR,2020-02-15 09:08:00.000,2020-02-15 19:48:00.000,2020-02-16 07:24:09.000,2020-02-15
,Bumper Cars,ATTR,2022-04-19 09:14:00.000,2022-04-19 22:10:00.000,2022-04-20 07:56:11.000,2022-04-19
,Zipline,ATTR,2018-07-07 08:30:00.000,2018-07-07 23:19:00.000,2018-07-08 08:49:21.000,2018-07-07
,Log Flume,ATTR,2019-03-03 08:30:00.000,2019-03-03 20:14:00.000,2019-03-04 07:09:18.000,2019-03-03
,Circus Train,ATTR,2019-03-02 08:58:00.000,2019-03-02 18:55:00.000,2019-03-03 08:12:34.000,2019-03-02
,Zipline,ATTR,2019-04-12 08:30:00.000,2019-04-12 22:07:00.000,2019-04-13 07:51:56.000,2019-04-12
,Kiddie Coaster,ATTR,2018-09-20 09:54:00.000,2018-09-20 19:42:00.000,2018-09-21 07:54:31.000,2018-09-20
,Pirate Ship,ATTR,2020-01-20 09:53:00.000,2020-01-20 19:01:00.000,2020-01-21 07:37:54.000,2020-01-20
,Kiddie Coaster,ATTR,2018-12-21 10:00:00.000,2018-12-21 17:09:00.000,2018-12-22 07:51:28.000,2018-12-21
,Top Spin,ATTR,2019-01-02 10:45:00.000,2019-01-02 17:35:00.000,2019-01-03 08:44:52.000,2019-01-02
,Kiddie Coaster,ATTR,2022-05-24 10:30:00.000,2022-05-24 21:14:00.000,2022-05-25 07:57:58.000,2022-05-24
,Spinning Coaster,ATTR,2018-07-29 08:29:00.000,2018-07-29 23:13:00.000,2018-07-30 07:20:02.000,2018-07-29
,Crazy Dance,ATTR,2018-03-04 09:31:00.000,2018-03-04 21:09:00.000,2018-03-05 08:01:30.000,2018-03-04
,Skyway,ATTR,2019-05-10 08:30:00.000,2019-05-10 19:01:00.000,2019-05-11 07:58:43.000,2019-05-10
,Crazy Bus,ATTR,2019-10-19 08:27:00.000,2019-10-19 20:20:00.000,2019-10-20 07:55:40.000,2019-10-19
,Merry Go Round,ATTR,2022-04-27 09:30:00.000,2022-04-27 23:07:00.000,2022-04-28 08:08:36.000,2022-04-27
,Gondola,ATTR,2018-03-09 09:42:00.000,2018-03-09 17:00:00.000,2018-03-10 09:22:46.000,2018-03-09
,Drop Tower,ATTR,2018-09-02 08:30:00.000,2018-09-02 21:17:00.000,2018-09-03 08:18:09.000,2018-09-02
,Sling Shot,ATTR,2020-02-14 08:25:00.000,2020-02-14 19:04:00.000,2020-02-15 07:33:38.000,2020-02-14
,Free Fall,ATTR,2020-01-13 10:00:00.000,2020-01-13 17:00:00.000,2020-01-14 08:01:48.000,2020-01-13
,Haunted House,ATTR,2018-04-01 09:46:00.000,2018-04-01 20:52:00.000,2018-04-02 07:55:37.000,2018-04-01
,Water Ride,ATTR,2018-01-17 09:56:00.000,2018-01-17 18:00:00.000,2018-01-18 07:53:35.000,2018-01-17
,Rapids Ride,ATTR,2018-12-16 09:00:00.000,2018-12-16 17:15:00.000,2018-12-17 07:12:46.000,2018-12-16
,Spiral Slide,ATTR,2019-09-06 08:30:00.000,2019-09-06 18:46:00.000,2019-09-07 07:53:40.000,2019-09-06
Fermeture Réhab,Inverted Coaster,ATTR,2019-12-16 23:59:00.000,2019-12-16 23:59:00.000,2019-12-17 07:48:14.000,2019-12-16
,Oz Theatre,ATTR,2019-06-08 11:00:00.000,2019-06-08 17:22:00.000,2019-06-09 07:42:22.000,2019-06-08
Fermeture Réhab,Pirate Ship,ATTR,2019-03-30 23:59:00.000,2019-03-30 23:59:00.000,2019-03-31 07:35:41.000,2019-03-30
,Spiral Slide,ATTR,2019-03-20 08:30:00.000,2019-03-20 18:32:00.000,2019-03-21 07:41:31.000,2019-03-20
,Reverse Bungee,ATTR,2018-05-24 08:30:00.000,2018-05-24 19:27:00.000,2018-05-25 07:44:52.000,2018-05-24
,Pirate Ship,ATTR,2022-07-12 09:22:00.000,2022-07-12 23:20:00.000,2022-07-13 07:51:00.000,2022-07-12
,Oz Theatre,ATTR,2022-08-12 12:00:00.000,2022-08-12 17:23:00.000,2022-08-13 07:38:40.000,2022-08-12
,Crazy Dance,ATTR,2019-10-13 09:17:00.000,2019-10-13 21:09:00.000,2019-10-14 07:41:43.000,2019-10-13
,Flying Coaster,ATTR,2018-09-03 10:00:00.000,2018-09-03 21:13:00.000,2018-09-04 08:04:46.000,2018-09-03
,Zipline,ATTR,2019-01-18 08:27:00.000,2019-01-18 18:43:00.000,2019-01-19 09:09:02.000,2019-01-18
,PortAventura World,PARK,2018-09-18 08:30:00.000,2018-09-18 09:30:00.000,2018-09-19 07:45:41.000,2018-09-18
,PortAventura World,PARK,2019-01-14 08:30:00.000,2019-01-14 09:30:00.000,2019-01-15 07:52:04.000,2019-01-14
,Scooby Doo,ATTR,2018-08-18 08:30:00.000,2018-08-18 20:29:00.000,2018-08-19 08:46:46.000,2018-08-18
,Kiddie Coaster,ATTR,2018-08-08 09:56:00.000,2018-08-08 20:12:00.000,2018-08-09 08:54:37.000,2018-08-08
Fermeture Réhab,Superman Ride,ATTR,2020-01-22 23:59:00.000,2020-01-22 23:59:00.000,2020-01-23 08:13:54.000,2020-01-22
,Tivoli Gardens,PARK,2022-07-20 09:30:00.000,2022-07-20 21:00:00.000,2022-07-21 07:59:08.000,2022-07-20
,Roller Coaster,ATTR,2018-02-02 10:00:00.000,2018-02-02 18:00:00.000,2018-02-03 08:42:39.000,2018-02-02
,Aeroplane Ride,ATTR,2019-05-23 08:30:00.000,2019-05-23 19:29:00.000,2019-05-24 07:43:29.000,2019-05-23
,Merry Go Round,ATTR,2022-05-16 09:30:00.000,2022-05-16 23:12:00.000,2022-05-17 08:51:58.000,2022-05-16
,Kiddie Coaster,ATTR,2020-02-04 10:00:00.000,2020-02-04 17:53:00.000,2020-02-05 07:46:17.000,2020-02-04
,Himalaya Ride,ATTR,2018-03-04 09:41:00.000,2018-03-04 21:10:00.000,2018-03-05 08:01:32.000,2018-03-04
,Drop Tower,ATTR,2019-01-10 08:30:00.000,2019-01-10 17:13:00.000,2019-01-11 07:49:00.000,2019-01-10
,Himalaya Ride,ATTR,2018-10-28 09:53:00.000,2018-10-28 22:14:00.000,2018-10-29 07:29:22.000,2018-10-28
,Skyway,ATTR,2019-03-01 08:29:00.000,2019-03-01 19:33:00.000,2019-03-02 07:54:31.000,2019-03-01
Fermeture Réhab,Bumper Cars,ATTR,2019-03-20 23:59:00.000,2019-03-20 23:59:00.000,2019-03-21 07:41:26.000,2019-03-20
,Circus Train,ATTR,2018-08-21 10:00:00.000,2018-08-21 20:58:00.000,2018-08-22 08:24:05.000,2018-08-21
,Zipline,ATTR,2019-03-14 08:30:00.000,2019-03-14 18:54:00.000,2019-03-15 07:41:56.000,2019-03-14
,PortAventura World,PARK,2018-08-02 10:00:00.000,2018-08-02 23:00:00.000,2018-08-03 07:41:47.000,2018-08-02
,Crazy Dance,ATTR,2018-01-02 09:00:00.000,2018-01-02 22:08:00.000,2018-01-03 09:37:58.000,2018-01-02
,Scooby Doo,ATTR,2018-04-23 08:28:00.000,2018-04-23 19:14:00.000,2018-04-24 08:15:09.000,2018-04-23
,PortAventura World,PARK,2019-05-29 10:00:00.000,2019-05-29 23:00:00.000,2019-05-30 07:46:27.000,2019-05-29
,Crazy Bus,ATTR,2018-12-06 09:12:00.000,2018-12-06 16:46:00.000,2018-12-07 07:48:36.000,2018-12-06
Fermeture Réhab,Bumper Cars,ATTR,2018-07-09 23:59:00.000,2018-07-09 23:59:00.000,2018-07-10 08:23:32.000,2018-07-09
,Swing Ride,ATTR,2022-05-14 08:30:00.000,2022-05-14 22:27:00.000,2022-05-15 07:46:23.000,2022-05-14
,Sling Shot,ATTR,2018-06-07 08:27:00.000,2018-06-07 19:05:00.000,2018-06-08 07:25:45.000,2018-06-07
,Free Fall,ATTR,2019-03-17 10:00:00.000,2019-03-17 18:12:00.000,2019-03-18 07:29:45.000,2019-03-17
,Sling Shot,ATTR,2020-01-28 08:23:00.000,2020-01-28 18:33:00.000,2020-01-29 07:47:20.000,2020-01-28
,Spiral Slide,ATTR,2018-12-04 08:30:00.000,2018-12-04 18:32:00.000,2018-12-05 09:08:07.000,2018-12-04
,Kiddie Coaster,ATTR,2018-09-21 08:58:00.000,2018-09-21 19:39:00.000,2018-09-22 08:46:08.000,2018-09-21
,Aeroplane Ride,ATTR,2018-07-26 08:31:00.000,2018-07-26 20:22:00.000,2018-07-27 08:21:18.000,2018-07-26
,Swing Ride,ATTR,2019-01-02 08:00:00.000,2019-01-02 21:27:00.000,2019-01-03 08:44:38.000,2019-01-02
Fermeture Réhab,Power Tower,ATTR,2019-06-08 23:59:00.000,2019-06-08 23:59:00.000,2019-06-09 07:42:40.000,2019-06-08
,Bumper Cars,ATTR,2022-07-20 09:04:00.000,2022-07-20 22:09:00.000,2022-07-21 07:58:58.000,2022-07-20
,PortAventura World,PARK,2019-05-16 10:00:00.000,2019-05-16 22:30:00.000,2019-05-17 07:41:08.000,2019-05-16
,Haunted House,ATTR,2022-06-06 09:10:00.000,2022-06-06 21:54:00.000,2022-06-07 08:09:11.000,2022-06-06
,Sling Shot,ATTR,2018-02-26 08:25:00.000,2018-02-26 19:06:00.000,2018-02-27 08:45:42.000,2018-02-26
,Top Spin,ATTR,2018-06-23 10:45:00.000,2018-06-23 17:35:00.000,2018-06-24 07:36:23.000,2018-06-23
,Scooby Doo,ATTR,2018-06-19 08:22:00.000,2018-06-19 19:14:00.000,2018-06-20 07:38:10.000,2018-06-19
Fermeture Réhab,Bungee Jump,ATTR,2019-09-16 23:59:00.000,2019-09-16 23:59:00.000,2019-09-17 08:43:53.000,2019-09-16
,Giga Coaster,ATTR,2019-08-24 09:17:00.000,2019-08-24 22:24:00.000,2019-08-25 08:20:54.000,2019-08-24
Fermeture Réhab,Sling Shot,ATTR,2019-03-23 23:59:00.000,2019-03-23 23:59:00.000,2019-03-24 09:00:44.000,2019-03-23
,Bumper Cars,ATTR,2019-11-12 08:30:00.000,2019-11-12 18:13:00.000,2019-11-13 07:39:31.000,2019-11-12
Fermeture Réhab,Merry Go Round,ATTR,2018-07-11 23:59:00.000,2018-07-11 23:59:00.000,2018-07-12 08:52:03.000,2018-07-11
,Giga Coaster,ATTR,2019-08-02 09:08:00.000,2019-08-02 22:13:00.000,2019-08-03 07:53:19.000,2019-08-02
,Circus Train,ATTR,2019-03-29 09:53:00.000,2019-03-29 19:27:00.000,2019-03-30 07:45:54.000,2019-03-29
Fermeture Réhab,Pirate Ship,ATTR,2019-08-28 23:59:00.000,2019-08-28 23:59:00.000,2019-08-29 09:03:49.000,2019-08-28
,Bungee Jump,ATTR,2018-02-03 09:29:00.000,2018-02-03 21:05:00.000,2018-02-04 09:04:16.000,2018-02-03
,PortAventura World,PARK,2018-03-22 08:30:00.000,2018-03-22 09:30:00.000,2018-03-23 08:39:28.000,2018-03-22
,Swing Ride,ATTR,2019-08-11 08:30:00.000,2019-08-11 22:18:00.000,2019-08-12 08:05:59.000,2019-08-11
,PortAventura World,PARK,2019-03-01 08:30:00.000,2019-03-01 09:30:00.000,2019-03-02 07:54:37.000,2019-03-01
,Kiddie Coaster,ATTR,2022-06-16 09:56:00.000,2022-06-16 21:09:00.000,2022-06-17 10:00:12.000,2022-06-16
,Log Flume,ATTR,2018-11-27 08:30:00.000,2018-11-27 19:07:00.000,2018-11-28 07:54:03.000,2018-11-27
,Kiddie Coaster,ATTR,2020-02-29 10:00:00.000,2020-02-29 18:48:00.000,2020-03-01 07:34:24.000,2020-02-29
,Kiddie Coaster,ATTR,2022-04-18 09:23:00.000,2022-04-18 20:11:00.000,2022-04-19 07:28:58.000,2022-04-18
,Tivoli Gardens,PARK,2019-05-30 08:30:00.000,2019-05-30 09:30:00.000,2019-05-31 07:38:43.000,2019-05-30
Fermeture Réhab,Inverted Coaster,ATTR,2019-11-21 23:59:00.000,2019-11-21 23:59:00.000,2019-11-22 08:02:44.000,2019-11-21
,Drop Tower,ATTR,2018-05-02 08:30:00.000,2018-05-02 21:00:00.000,2018-05-03 09:08:13.000,2018-05-02
,Drop Tower,ATTR,2018-08-13 08:30:00.000,2018-08-13 22:21:00.000,2018-08-14 08:17:42.000,2018-08-13
,Oz Theatre,ATTR,2019-05-14 10:54:00.000,2019-05-14 17:15:00.000,2019-05-15 07:50:52.000,2019-05-14
,Reverse Bungee,ATTR,2019-09-29 08:19:00.000,2019-09-29 20:00:00.000,2019-09-30 07:44:25.000,2019-09-29
,Superman Ride,ATTR,2018-11-21 09:43:00.000,2018-11-21 17:47:00.000,2018-11-22 07:58:22.000,2018-11-21
Fermeture Réhab,Pirate Ship,ATTR,2019-08-12 23:59:00.000,2019-08-12 23:59:00.000,2019-08-13 07:46:36.000,2019-08-12
,Bungee Jump,ATTR,2022-08-04 09:18:00.000,2022-08-04 23:02:00.000,2022-08-05 07:43:00.000,2022-08-04
,Roller Coaster,ATTR,2018-09-17 10:00:00.000,2018-09-17 17:59:00.000,2018-09-18 07:41:52.000,2018-09-17
,Haunted House,ATTR,2018-08-16 09:34:00.000,2018-08-16 21:51:00.000,2018-08-17 08:08:51.000,2018-08-16
,Monorail,ATTR,2019-08-25 08:30:00.000,2019-08-25 20:02:00.000,2019-08-26 07:49:05.000,2019-08-25
,Flying Coaster,ATTR,2020-02-19 09:23:00.000,2020-02-19 20:14:00.000,2020-02-20 08:49:14.000,2020-02-19
,Aeroplane Ride,ATTR,2019-05-30 08:30:00.000,2019-05-30 20:10:00.000,2019-05-31 07:38:01.000,2019-05-30
